seller_city,seller_state,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_photos_qty,product_category_name,review_score,review_comment_title,payment_value,payment_installments,payment_type,payment_sequential,freight_value,price,geolocation_city,geolocation_city.1,order_estimated_delivery_date,order_delivered_customer_date,order_delivered_carrier_date,order_approved_at,order_status,order_purchase_timestamp,customer_city,customer_state,delivery_time_days,category,order_handlingtime,delay_days
sao paulo,SP,150,22,3,15,1.0,beleza_saude,4,,168.51,1,boleto,1,11.74,44.55,sao paulo,sao paulo,2017-08-17,2017-08-07 20:41:57,07/28/2017 19:58:39,2017-07-28 11:35:14,delivered,2017-07-28 11:25:16,goiania,GO,10.0,,0,-10.0
santa rosa,RS,900,16,16,16,1.0,esporte_lazer,4,,31.86,1,boleto,1,15.1,14.99,sao paulo,sao paulo,2018-01-05,2018-01-04 16:57:16,12/08/2017 21:41:59,2017-12-06 02:50:38,delivered,2017-12-05 10:34:52,rosario do sul,RS,30.0,,0,-1.0
sao jose do rio preto,SP,1900,44,19,19,1.0,ferramentas_jardim,5,Muito bom ,40.87,1,boleto,1,15.1,14.99,sao paulo,sao paulo,2018-03-20,2018-03-10 00:05:13,03/08/2018 23:25:25,2018-03-07 15:55:42,delivered,2018-03-07 15:37:22,itaguai,RJ,2.0,,0,-10.0
sao joaquim da barra,SP,1450,45,10,15,1.0,cama_mesa_banho,5,,109.59,10,credit_card,1,15.1,14.99,são paulo,são paulo,2018-08-24,2018-08-22 19:29:04,08/21/2018 13:09:00,2018-08-20 17:50:28,delivered,2018-08-20 17:38:55,sao paulo,SP,2.0,,0,-2.0
sao paulo,SP,1100,29,3,21,1.0,livros_tecnicos,5,,206.87,3,credit_card,1,15.1,14.99,sao paulo,sao paulo,2018-03-06,2018-02-22 17:14:00,02/09/2018 22:53:10,2018-02-09 14:15:48,delivered,2018-02-09 13:48:17,guaruja,SP,13.0,,0,-12.0
curitiba,PR,200,16,11,11,5.0,esporte_lazer,1,,134.38,1,credit_card,1,18.13,125.9,sao paulo,sao paulo,2018-08-16,2018-08-10 22:12:19,08/06/2018 08:31:00,2018-08-03 14:35:14,delivered,2018-08-02 14:41:02,paraopeba,MG,8.0,,0,-6.0
santo antonio de posse,SP,12600,20,10,20,1.0,esporte_lazer,4,,56.06,1,credit_card,1,26.84,99.9,sao paulo,sao paulo,2018-02-05,2018-01-27 14:27:59,01/03/2018 17:34:42,2018-01-02 19:32:22,delivered,2018-01-02 19:20:35,santo andre,SP,24.0,,0,-9.0
sao paulo,SP,1450,25,25,16,1.0,beleza_saude,1,Lamenetável...,264.08,3,credit_card,1,40.37,149.0,sao paulo,sao paulo,2018-05-18,2018-05-03 13:03:03,04/25/2018 13:34:00,2018-04-19 08:15:16,delivered,2018-04-18 15:40:36,campinas,SP,14.0,,0,-15.0
uruguaiana,RS,800,42,25,15,3.0,cool_stuff,5,,240.77,10,credit_card,1,14.1,19.9,sao paulo,sao paulo,2018-04-13,,03/20/2018 21:08:28,2018-03-17 15:48:40,shipped,2018-03-17 15:32:31,sao paulo,SP,,,0,
curitiba,PR,1300,22,14,14,1.0,perfumaria,5,,91.72,2,credit_card,1,9.17,59.9,sao paulo,sao paulo,2018-02-14,2018-01-23 17:41:57,01/05/2018 21:33:18,2018-01-05 11:15:29,delivered,2018-01-05 11:04:11,rio de janeiro,RJ,18.0,,0,-22.0
cotia,SP,150,22,3,15,1.0,beleza_saude,5,,49.01,4,credit_card,1,14.68,320.0,sao paulo,sao paulo,2018-06-04,2018-05-21 20:32:38,05/15/2018 16:22:00,2018-05-15 04:35:02,delivered,2018-05-14 11:04:55,belo horizonte,MG,7.0,,0,-14.0
limeira,SP,200,20,20,20,1.0,eletronicos,2,Qualidade ruim!,107.87,1,boleto,1,14.59,59.9,sao paulo,sao paulo,2017-12-20,2017-12-08 17:02:43,12/01/2017 16:52:08,2017-11-26 13:14:18,delivered,2017-11-26 12:50:56,guarapuava,PR,12.0,,0,-12.0
campanha,MG,11450,23,43,35,3.0,ferramentas_jardim,3,,62.01,3,credit_card,1,15.11,29.99,sao paulo,sao paulo,2018-07-26,2018-07-07 17:37:38,07/05/2018 15:51:00,2018-06-26 11:18:28,delivered,2018-06-26 10:58:48,crisolita,MG,11.0,,0,-19.0
ibitinga,SP,2200,20,20,20,2.0,moveis_decoracao,3,,36.69,1,credit_card,1,21.17,69.0,sao paulo,sao paulo,2018-01-03,2017-12-18 22:29:05,12/05/2017 00:23:05,2017-12-01 20:50:55,delivered,2017-12-01 20:39:26,pirai,RJ,17.0,,0,-16.0
sao paulo,SP,13200,66,19,67,2.0,eletrodomesticos_2,5,,35.0,3,credit_card,1,18.69,56.0,sao paulo,sao paulo,2017-06-28,2017-06-09 08:26:30,05/29/2017 09:37:28,2017-05-26 18:45:10,delivered,2017-05-26 18:35:51,maceio,AL,13.0,,0,-19.0
piracanjuba,GO,200,16,2,11,3.0,fashion_bolsas_e_acessorios,5,,256.37,8,credit_card,1,19.0,160.0,sao paulo,sao paulo,2017-09-04,2017-08-18 21:09:45,08/10/2017 16:18:52,2017-08-09 22:03:51,delivered,2017-08-09 21:43:53,linhares,ES,8.0,,0,-17.0
sao paulo,SP,150,19,11,11,1.0,consoles_games,3,Insatisfeito,47.84,1,credit_card,1,22.34,57.95,sao paulo,sao paulo,2018-08-20,2018-08-15 00:27:44,08/13/2018 19:05:00,2018-08-09 23:05:11,delivered,2018-08-09 22:52:27,agudos,SP,5.0,,0,-5.0
caxias do sul,RS,3350,30,30,30,3.0,instrumentos_musicais,5,,125.87,5,credit_card,1,20.18,64.9,são paulo,são paulo,2018-04-12,2018-04-04 19:47:44,04/03/2018 18:25:51,2018-04-02 17:55:24,delivered,2018-04-01 18:27:01,sao paulo,SP,3.0,,0,-8.0
belo horizonte,MG,2200,42,11,36,1.0,cama_mesa_banho,5,,42.39,1,credit_card,1,20.18,64.9,sao paulo,sao paulo,2017-05-25,2017-05-09 09:03:57,04/27/2017 05:53:19,2017-04-21 05:22:15,delivered,2017-04-19 13:45:55,sao paulo,SP,19.0,,1,-16.0
concordia,SC,30000,50,50,30,2.0,moveis_escritorio,5,,117.53,5,credit_card,1,23.52,849.0,sao paulo,sao paulo,2017-09-13,2017-08-25 17:45:17,08/18/2017 19:57:56,2017-08-17 18:05:30,delivered,2017-08-17 17:03:31,rio de janeiro,RJ,8.0,,0,-19.0
sao paulo,SP,500,30,8,35,2.0,bebes,5,mega recomendo,43.28,1,credit_card,1,11.85,20.99,sao paulo,sao paulo,2018-09-21,2018-08-27 22:53:39,08/22/2018 13:47:00,2018-08-16 10:50:16,delivered,2018-08-16 10:39:48,sao joao de meriti,RJ,11.0,,0,-25.0
sao paulo,SP,1800,45,10,34,1.0,cama_mesa_banho,3,,144.54,4,credit_card,1,14.52,19.45,sao paulo,sao paulo,2018-07-26,2018-07-10 22:12:13,07/03/2018 10:48:00,2018-07-02 20:50:21,delivered,2018-07-01 20:54:21,sao paulo,SP,9.0,,0,-16.0
goiania,GO,200,22,14,14,,,5,EXCELENTE PRODUTO,126.48,1,boleto,1,34.22,59.9,sao paulo,sao paulo,2018-03-19,2018-03-28 22:04:44,02/23/2018 23:19:09,2018-02-22 21:28:02,delivered,2018-02-22 20:53:14,rio de janeiro,RJ,34.0,,0,9.0
santa rita do sapucai,MG,1300,70,11,11,1.0,artigos_de_festas,5,,125.29,4,credit_card,1,34.22,59.9,sao paulo,sao paulo,2018-09-12,2018-08-31 01:13:33,08/25/2018 09:02:00,2018-08-24 19:15:11,delivered,2018-08-24 19:01:02,navegantes,SC,6.0,,0,-12.0
curitiba,PR,150,16,9,11,2.0,fashion_bolsas_e_acessorios,3,,229.74,2,credit_card,1,15.33,64.9,sao paulo,sao paulo,2018-08-28,2018-08-20 22:57:43,08/15/2018 13:54:00,2018-08-13 10:10:18,delivered,2018-08-11 20:58:44,pirassununga,SP,9.0,,1,-8.0
osasco,SP,700,19,48,35,1.0,malas_acessorios,5,,124.6,1,credit_card,1,9.26,128.9,sao paulo,sao paulo,2018-03-28,2018-03-07 18:31:53,02/28/2018 19:59:33,2018-02-25 14:28:09,delivered,2018-02-25 14:13:44,sao bernardo do campo,SP,10.0,,0,-21.0
curitiba,PR,2900,40,55,30,5.0,malas_acessorios,1,,143.86,1,boleto,1,13.77,189.9,sao paulo,sao paulo,2018-07-23,2018-07-13 20:56:37,07/12/2018 16:19:00,2018-07-11 17:35:21,delivered,2018-07-11 17:22:56,faxinal dos guedes,SC,2.0,,0,-10.0
curitiba,PR,200,16,9,11,4.0,fashion_bolsas_e_acessorios,5,,56.89,1,voucher,1,97.56,250.0,sao paulo,sao paulo,2018-08-14,2018-08-06 17:36:34,08/02/2018 12:35:00,2018-07-31 17:30:58,delivered,2018-07-31 16:16:19,guarulhos,SP,6.0,,0,-8.0
barretos,SP,300,16,18,16,1.0,beleza_saude,4,,46.78,1,boleto,1,35.98,94.9,sao paulo,sao paulo,2017-11-08,2017-10-25 20:21:43,10/16/2017 22:14:11,2017-10-11 17:46:20,delivered,2017-10-11 17:31:49,brasilia,DF,14.0,,0,-14.0
indaiatuba,SP,200,23,7,15,2.0,papelaria,5,,3.98,1,voucher,8,20.8,27.9,sao paulo,sao paulo,2018-05-29,2018-05-21 15:38:36,05/10/2018 14:28:00,2018-05-09 17:36:11,delivered,2018-05-09 17:11:41,brasilia,DF,11.0,,0,-8.0
nilopolis,RJ,700,49,4,50,1.0,cama_mesa_banho,5,,72.66,3,credit_card,1,20.8,27.9,sao paulo,sao paulo,2017-12-21,2017-12-12 00:35:02,12/01/2017 00:16:56,2017-11-25 16:34:24,delivered,2017-11-25 16:23:49,criciuma,SC,16.0,,0,-9.0
maua,SP,200,17,13,16,4.0,telefonia,3,,50.1,1,boleto,1,29.3,349.9,sao paulo,sao paulo,2018-08-08,2018-07-30 16:56:35,07/25/2018 07:24:00,2018-07-24 13:24:34,delivered,2018-07-24 12:45:26,nova venecia,ES,6.0,,0,-9.0
pompeia,SP,7800,105,10,40,4.0,climatizacao,5,,85.79,1,boleto,1,33.23,110.99,sao paulo,sao paulo,2017-05-19,2017-05-19 15:55:47,05/09/2017 08:22:23,2017-05-08 13:05:31,delivered,2017-05-08 12:22:44,passo fundo,RS,11.0,,0,0.0
barro alto,BA,550,16,4,11,2.0,papelaria,5,,63.7,1,boleto,1,12.84,190.83,sao paulo,sao paulo,2018-04-25,2018-04-09 23:52:06,04/03/2018 14:58:57,2018-03-29 22:55:21,delivered,2018-03-29 22:46:19,sao paulo,SP,11.0,,0,-16.0
mogi guacu,SP,200,16,2,11,4.0,relogios_presentes,5,,1586.47,10,credit_card,1,35.07,99.5,sao paulo,sao paulo,2018-05-24,2018-05-20 18:19:35,04/25/2018 00:52:03,2018-04-24 17:34:43,delivered,2018-04-22 14:26:17,uberlandia,MG,28.0,,2,-4.0
são paulo,SP,1000,30,7,24,2.0,cama_mesa_banho,5,,433.07,3,credit_card,1,14.82,104.0,sao paulo,sao paulo,2018-08-14,2018-07-30 18:05:46,07/25/2018 06:36:00,2018-07-23 11:32:12,delivered,2018-07-22 06:24:50,carapicuiba,SP,8.0,,1,-15.0
sao paulo,SP,1000,26,8,33,1.0,papelaria,2,,642.02,10,credit_card,1,15.3,79.0,sao paulo,sao paulo,2018-08-30,2018-08-21 14:06:44,08/16/2018 09:02:00,2018-08-14 18:23:55,delivered,2018-08-14 17:48:09,rio de janeiro,RJ,6.0,,0,-9.0
praia grande,SP,1450,60,5,30,4.0,construcao_ferramentas_iluminacao,4,,263.95,4,credit_card,1,24.56,61.99,são paulo,são paulo,2018-01-17,2018-01-12 10:46:56,12/21/2017 16:59:06,2017-12-21 02:11:17,delivered,2017-12-19 13:02:13,ibia,MG,23.0,,1,-5.0
franca,SP,5850,45,55,16,1.0,moveis_escritorio,5,,134.99,1,boleto,1,17.69,419.9,sao paulo,sao paulo,2017-11-07,2017-10-28 13:03:21,10/26/2017 20:42:31,2017-10-26 03:09:00,delivered,2017-10-25 13:32:46,aparecida de goiania,GO,2.0,,0,-10.0
rio de janeiro,SP,8300,45,25,45,2.0,bebes,1,,57.89,1,credit_card,1,23.17,299.0,sao paulo,sao paulo,2017-09-01,2017-08-14 15:07:37,08/04/2017 17:29:54,2017-08-01 15:15:19,delivered,2017-07-31 19:05:32,sao paulo,SP,13.0,,0,-18.0
luiz alves,SC,1800,28,12,18,1.0,esporte_lazer,5,,383.99,1,credit_card,1,19.33,175.0,são paulo,são paulo,2018-07-27,2018-07-16 13:11:06,07/11/2018 11:51:00,2018-07-10 08:45:18,delivered,2018-07-06 18:16:06,santos,SP,9.0,,3,-11.0
sao paulo,SP,900,26,6,13,5.0,esporte_lazer,5,,159.31,1,boleto,1,14.1,49.9,sao paulo,sao paulo,2017-11-14,2017-11-01 19:18:41,10/26/2017 19:23:36,2017-10-26 02:56:19,delivered,2017-10-24 14:23:58,manhuacu,MG,8.0,,1,-13.0
osasco,SP,415,19,19,19,1.0,esporte_lazer,5,,756.91,1,credit_card,1,11.85,44.9,sao paulo,sao paulo,2018-07-05,2018-06-22 15:48:47,06/15/2018 13:13:00,2018-06-13 02:36:32,delivered,2018-06-12 20:54:25,sumare,SP,9.0,,0,-13.0
brusque,SC,103,21,6,14,1.0,telefonia,5,,156.22,7,credit_card,1,11.85,44.9,sao paulo,sao paulo,2017-11-29,2017-11-16 16:52:00,11/10/2017 21:58:38,2017-11-09 21:31:38,delivered,2017-11-09 21:08:01,altamira,PA,6.0,,0,-13.0
criciuma,SC,500,20,8,14,2.0,automotivo,5,,132.95,10,credit_card,1,15.37,38.95,sao paulo,sao paulo,2017-04-03,2017-03-02 09:23:07,02/23/2017 09:10:22,2017-02-23 08:15:17,delivered,2017-02-23 08:03:00,goiania,GO,7.0,,0,-32.0
sao paulo,SP,600,16,6,11,1.0,papelaria,4,,48.27,1,boleto,1,16.0,159.77,sao paulo,sao paulo,2017-07-11,2017-06-26 15:58:13,06/19/2017 12:49:33,2017-06-17 13:25:13,delivered,2017-06-17 13:16:44,rio de janeiro,RJ,9.0,,0,-15.0
santana de parnaiba,SP,4750,18,22,30,5.0,informatica_acessorios,5,,107.35,5,credit_card,1,19.03,132.9,sao paulo,sao paulo,2017-06-29,2017-06-12 13:28:32,06/05/2017 15:52:05,2017-05-29 13:05:34,delivered,2017-05-29 12:35:44,sao jose,SC,14.0,,0,-17.0
osasco,SP,263,18,15,16,1.0,relogios_presentes,5,,110.2,10,credit_card,1,21.85,36.85,sao paulo,sao paulo,2018-07-05,2018-06-04 17:16:36,05/29/2018 10:09:00,2018-05-25 08:14:40,delivered,2018-05-24 12:16:48,sao paulo,SP,11.0,,0,-31.0
joinville,SC,50,16,2,11,1.0,bebes,4,,368.92,8,credit_card,1,21.88,124.99,sao paulo,sao paulo,2018-06-28,2018-06-05 20:32:10,06/04/2018 14:56:00,2018-06-03 21:30:06,delivered,2018-06-03 21:08:31,aperibe,RJ,1.0,,0,-23.0
sao paulo,SP,200,16,22,11,1.0,perfumaria,5,,106.85,1,boleto,1,13.33,94.99,sao paulo,sao paulo,2018-06-28,,06/12/2018 14:09:00,2018-06-12 04:35:37,shipped,2018-06-08 20:06:48,sao vicente,SP,,,3,
guarulhos,SP,360,36,6,26,1.0,cama_mesa_banho,5,,281.5,8,credit_card,1,16.11,32.99,sao paulo,sao paulo,2018-06-14,2018-05-23 20:31:55,05/16/2018 13:25:00,2018-05-16 03:15:21,delivered,2018-05-14 17:56:57,aracatuba,SP,9.0,,1,-22.0
belo horizonte,MG,150,16,7,12,1.0,cool_stuff,5,,54.25,2,credit_card,1,17.07,89.9,são paulo,são paulo,2018-02-22,2018-02-17 09:32:39,01/30/2018 21:18:31,2018-01-29 13:57:11,delivered,2018-01-29 13:38:02,cuiaba,MT,18.0,,0,-5.0
limeira,SP,1100,32,5,30,4.0,esporte_lazer,5,,121.78,5,credit_card,1,14.96,173.0,sao paulo,sao paulo,2017-12-15,2017-12-03 15:36:44,11/30/2017 23:38:27,2017-11-24 01:49:32,delivered,2017-11-24 01:34:00,canoas,RS,9.0,,0,-12.0
catanduva,SP,2250,22,15,20,6.0,fashion_bolsas_e_acessorios,5,,102.26,2,credit_card,1,16.11,44.9,sao paulo,sao paulo,2016-12-07,2016-10-16 14:36:00,10/10/2016 02:46:24,2016-10-06 02:46:24,delivered,2016-10-05 07:31:49,contagem,MG,11.0,,0,-52.0
blumenau,SC,1475,68,9,35,5.0,automotivo,5,,90.62,1,boleto,1,13.26,85.0,sao paulo,sao paulo,2018-03-28,2018-03-18 16:21:49,03/09/2018 17:01:11,2018-03-08 17:40:32,delivered,2018-03-07 16:27:30,belo horizonte,MG,10.0,,1,-10.0
belo horizonte,MG,1600,100,7,11,1.0,esporte_lazer,1,,75.69,1,boleto,1,13.37,49.9,sao paulo,sao paulo,2017-04-25,2017-04-06 10:35:15,03/24/2017 15:42:43,2017-03-22 17:25:28,delivered,2017-03-22 17:25:28,sao paulo,SP,14.0,,0,-19.0
jales,SP,1650,25,30,20,1.0,beleza_saude,1,,42.86,1,debit_card,1,21.18,54.99,sao paulo,sao paulo,2017-11-17,2017-11-14 18:05:15,11/10/2017 14:06:42,2017-11-07 03:31:21,delivered,2017-11-06 18:20:00,belo horizonte,MG,7.0,,0,-3.0
rio de janeiro,RJ,650,35,10,15,3.0,brinquedos,1,,35.7,1,credit_card,1,22.97,66.99,sao paulo,sao paulo,2017-06-16,2017-06-08 07:53:42,05/30/2017 12:43:50,2017-05-20 11:35:41,delivered,2017-05-19 18:13:54,cubatao,SP,19.0,,0,-8.0
londrina,PR,900,21,34,34,1.0,utilidades_domesticas,3,,444.25,10,credit_card,1,14.8,69.99,sao paulo,sao paulo,2018-01-05,2017-12-23 16:21:44,12/19/2017 21:04:31,2017-12-16 13:58:23,delivered,2017-12-16 13:51:18,maringa,PR,7.0,,0,-13.0
atibaia,SP,75,19,3,11,4.0,telefonia,5,,69.16,1,credit_card,1,19.98,268.9,sao paulo,sao paulo,2018-06-04,2018-04-23 14:44:35,04/19/2018 00:51:53,2018-04-18 13:31:41,delivered,2018-04-18 13:13:47,sao paulo,SP,5.0,,0,-42.0
rio branco,AC,600,19,7,14,4.0,ferramentas_jardim,5,,30.0,1,voucher,2,16.35,84.99,sao paulo,sao paulo,2018-04-24,2018-04-24 16:10:44,04/04/2018 17:44:32,2018-03-31 10:07:45,delivered,2018-03-29 20:53:48,campo limpo paulista,SP,25.0,,1,0.0
londrina,PR,400,35,6,15,3.0,moveis_decoracao,5,,65.71,2,credit_card,1,9.34,34.99,são paulo,são paulo,2018-07-24,2018-07-09 18:21:32,06/25/2018 13:48:00,2018-06-23 19:39:10,delivered,2018-06-23 19:24:21,cambe,PR,15.0,,0,-15.0
barra mansa,RJ,553,18,9,15,2.0,utilidades_domesticas,5,,29.29,1,credit_card,1,9.34,34.99,sao paulo,sao paulo,2018-08-22,2018-08-14 18:11:36,08/13/2018 15:33:00,2018-08-06 09:44:23,delivered,2018-08-06 09:12:33,itaquaquecetuba,SP,8.0,,0,-8.0
sao paulo,SP,900,18,25,16,1.0,livros_interesse_geral,5,,37.74,1,credit_card,1,9.34,34.99,sao paulo,sao paulo,2017-07-05,2017-06-12 17:38:13,06/07/2017 12:37:32,2017-06-02 14:42:50,delivered,2017-06-02 14:00:19,sao caetano do sul,SP,10.0,,0,-23.0
sao paulo,SP,250,25,25,25,2.0,utilidades_domesticas,5,,30.0,1,voucher,2,9.34,34.99,sao paulo,sao paulo,2017-11-29,2017-11-20 18:36:52,11/08/2017 17:55:40,2017-11-06 23:31:52,delivered,2017-11-06 16:24:03,sao jose dos campos,SP,14.0,,0,-9.0
sao paulo,SP,14900,58,28,58,1.0,moveis_escritorio,5,,145.9,2,credit_card,1,23.35,77.9,sao paulo,sao paulo,2018-07-26,2018-07-06 16:37:36,06/28/2018 14:57:00,2018-06-28 02:15:51,delivered,2018-06-27 11:10:11,sao paulo,SP,9.0,,0,-20.0
franca,SP,1100,16,10,16,1.0,cama_mesa_banho,4,Recomendo,79.88,1,credit_card,1,9.27,38.4,são paulo,são paulo,2017-05-18,2017-05-08 11:10:26,04/17/2017 14:52:32,2017-04-14 22:15:13,delivered,2017-04-14 22:06:32,sao paulo,SP,23.0,,0,-10.0
maringa,PR,2050,30,22,18,2.0,moveis_decoracao,4,,108.0,5,credit_card,1,17.22,69.0,sao paulo,sao paulo,2018-04-27,2018-04-09 21:53:23,03/26/2018 22:58:37,2018-03-26 11:15:38,delivered,2018-03-26 11:02:31,montes claros,MG,14.0,,0,-18.0
ribeirao pires,SP,850,69,11,11,1.0,moveis_decoracao,5,,348.74,6,credit_card,1,21.43,134.9,sao paulo,sao paulo,2018-01-04,2017-12-19 01:15:07,12/11/2017 19:48:52,2017-12-04 19:04:48,delivered,2017-12-04 18:26:12,salvador,BA,14.0,,0,-16.0
sao paulo,SP,350,16,10,16,1.0,cama_mesa_banho,3,nao entrega do produto,88.78,6,credit_card,1,15.11,39.5,sao paulo,sao paulo,2018-07-11,2018-06-22 17:46:42,06/14/2018 13:47:00,2018-06-13 23:18:38,delivered,2018-06-13 22:54:20,belo horizonte,MG,8.0,,0,-19.0
sao paulo,SP,1400,20,20,30,3.0,ferramentas_jardim,5,,953.71,4,credit_card,1,23.65,71.0,sao paulo,sao paulo,2018-02-20,2018-02-03 15:05:56,02/03/2018 01:18:26,2018-02-02 16:00:16,delivered,2018-02-02 15:26:38,niteroi,RJ,0.0,,0,-17.0
sao paulo,SP,200,20,20,20,4.0,informatica_acessorios,4,,125.77,6,credit_card,1,60.81,225.0,sao paulo,sao paulo,2017-09-01,2017-08-21 21:00:03,08/14/2017 20:53:50,2017-08-12 02:45:50,delivered,2017-08-10 19:47:29,rio de janeiro,RJ,11.0,,1,-11.0
sao carlos,SP,617,17,14,17,2.0,informatica_acessorios,4,,64.05,3,credit_card,1,32.07,189.0,sao paulo,sao paulo,2018-08-14,,,2018-08-07 04:10:26,canceled,2018-08-04 14:29:27,guarulhos,SP,,,2,
sao paulo,SP,2600,16,41,41,1.0,utilidades_domesticas,1,,127.69,1,boleto,1,32.79,199.0,sao paulo,sao paulo,2017-09-25,2017-09-17 15:31:51,09/11/2017 22:07:42,2017-09-07 02:44:03,delivered,2017-09-05 18:24:22,sao paulo,SP,11.0,,1,-8.0
sao jose do rio preto,SP,200,20,9,14,1.0,bebidas,5,,62.42,1,credit_card,1,19.44,35.0,sao paulo,sao paulo,2018-01-05,2017-12-14 19:42:26,12/11/2017 18:15:09,2017-12-07 20:51:19,delivered,2017-12-07 20:38:37,sao goncalo do rio abaixo,MG,6.0,,0,-22.0
curitiba,PR,2000,49,16,39,1.0,cama_mesa_banho,5,,55.69,5,credit_card,1,19.44,35.0,sao paulo,sao paulo,2017-12-07,2017-11-24 20:32:37,11/22/2017 14:47:28,2017-11-22 02:58:38,delivered,2017-11-19 16:12:34,rolandia,PR,5.0,,2,-13.0
marilia,SP,266,20,8,18,2.0,beleza_saude,5,,146.13,7,credit_card,1,19.44,35.0,sao paulo,sao paulo,2018-01-12,2017-12-26 23:15:01,12/19/2017 14:14:30,2017-12-09 01:30:50,delivered,2017-12-08 23:41:49,tres coracoes,MG,17.0,,0,-17.0
sao paulo,SP,200,19,4,11,1.0,telefonia,5,,349.99,5,credit_card,1,14.52,49.9,sao paulo,sao paulo,2017-05-18,2017-05-23 13:12:27,05/11/2017 16:25:53,2017-05-10 14:15:14,delivered,2017-05-10 14:03:27,cacapava do sul,RS,12.0,,0,5.0
ribeirao pires,SP,300,68,7,13,1.0,bebes,5,,91.28,1,credit_card,1,35.67,45.0,sao paulo,sao paulo,2017-12-22,2017-12-10 17:53:31,12/01/2017 21:09:12,2017-11-30 13:56:28,delivered,2017-11-30 13:34:43,sao paulo,SP,10.0,,0,-12.0
ribeirao preto,SP,300,16,16,16,1.0,pet_shop,4,recomendo,108.64,1,boleto,1,18.38,39.97,sao paulo,sao paulo,2018-03-29,2018-03-29 17:32:05,03/27/2018 14:04:29,2018-03-19 22:08:28,delivered,2018-03-19 21:50:14,sao paulo,SP,9.0,,0,0.0
bahia,BA,200,16,2,20,1.0,relogios_presentes,5,,158.98,2,credit_card,1,18.38,39.97,sao paulo,sao paulo,2018-03-23,2018-03-22 23:44:33,03/06/2018 17:14:59,2018-03-04 16:10:35,delivered,2018-03-04 15:58:09,sao paulo,SP,18.0,,0,-1.0
porto alegre,RS,1300,20,16,20,1.0,eletroportateis,5,,20.75,1,credit_card,1,18.38,39.97,sao paulo,sao paulo,2018-07-23,2018-07-11 14:18:51,07/09/2018 13:22:00,2018-07-02 14:10:56,delivered,2018-07-02 13:58:59,ribeirao preto,SP,9.0,,0,-12.0
londrina,PR,482,18,11,16,4.0,esporte_lazer,3,,72.9,1,boleto,1,14.77,149.0,sao paulo,sao paulo,2017-05-04,2017-05-08 10:52:06,04/08/2017 01:37:04,2017-04-06 13:55:17,delivered,2017-04-06 13:44:08,sao goncalo,RJ,31.0,,0,4.0
cascavel,PR,550,16,10,16,1.0,cama_mesa_banho,1,,543.83,3,credit_card,1,9.34,51.6,sao paulo,sao paulo,2018-08-30,2018-08-22 17:09:01,08/14/2018 15:54:00,2018-08-12 12:24:22,delivered,2018-08-12 12:04:03,sao joao nepomuceno,MG,10.0,,0,-8.0
taubate,SP,270,16,16,15,1.0,beleza_saude,5,,67.12,2,credit_card,1,19.72,146.9,sao paulo,sao paulo,2017-08-04,2017-07-26 20:32:17,07/20/2017 17:42:22,2017-07-16 10:15:15,delivered,2017-07-16 10:04:36,cotia,SP,10.0,,0,-9.0
cascavael,PR,300,17,4,12,6.0,telefonia,5,,139.07,6,credit_card,1,9.71,79.9,sao paulo,sao paulo,2018-08-16,2018-08-07 14:17:49,07/31/2018 14:51:00,2018-07-30 18:31:17,delivered,2018-07-28 20:07:49,niteroi,RJ,9.0,,1,-9.0
sao paulo,SP,2150,40,25,30,3.0,market_place,4,,126.68,1,boleto,1,18.26,22.5,sao paulo,sao paulo,2017-11-06,2017-10-27 20:48:58,10/19/2017 22:14:05,2017-10-18 16:56:50,delivered,2017-10-18 16:44:45,canoas,RS,9.0,,0,-10.0
monteiro lobato,SP,3300,35,20,20,1.0,automotivo,5,,41.42,1,credit_card,1,16.79,11.9,sao paulo,sao paulo,2017-09-18,2017-09-06 20:56:55,09/01/2017 19:58:00,2017-08-28 22:55:20,delivered,2017-08-28 22:47:13,rio de janeiro,RJ,8.0,,0,-12.0
curitiba,PR,200,16,16,16,1.0,perfumaria,4,,203.16,1,boleto,1,16.79,11.9,sao paulo,sao paulo,2018-01-17,2018-01-10 14:26:57,12/26/2017 21:09:19,2017-12-21 20:30:28,delivered,2017-12-21 20:11:07,goiania,GO,19.0,,0,-7.0
viana,ES,200,21,9,13,1.0,esporte_lazer,5,Captador Presys Blend,540.02,8,credit_card,1,10.96,19.99,sao paulo,sao paulo,2017-12-14,2017-12-04 20:33:19,12/01/2017 19:32:51,2017-11-29 13:37:08,delivered,2017-11-27 13:33:35,leme,SP,7.0,,2,-10.0
guarulhos,SP,514,18,12,15,1.0,perfumaria,5,,368.6,1,boleto,1,16.11,7.9,sao paulo,sao paulo,2018-08-06,2018-07-28 00:05:39,07/24/2018 14:03:00,2018-07-27 23:31:09,delivered,2018-07-22 13:04:47,araras,SP,5.0,,5,-9.0
sao jose,SC,3100,38,28,28,2.0,casa_construcao,3,,107.78,4,credit_card,1,18.4,85.71,sao paulo,sao paulo,2018-06-12,2018-05-14 19:05:08,05/10/2018 18:29:00,2018-05-08 20:32:08,delivered,2018-05-08 19:48:01,jundiai,SP,5.0,,0,-29.0
